created_at,text,favorites,retweets,in_reply_to
2016-04-18 05:47:26,@marie69jones numbers for today?,0,0,marie69jones
2016-04-17 18:59:17,"@Bet49s Eish!!!!!!!!! Tomorrow 30-31, 43-44, 42-43 good luck https://t.co/2RZQ8Q4Gcy",0,0,Bet49s
2016-04-17 18:57:29,Eish!!!!!!!!!!! https://t.co/yz4sAfXLxP,0,0,
2016-04-05 10:24:23,@Bet49s 30-31 its being overdue now its time they come out.,0,0,Bet49s
2016-03-20 19:10:14,Ooooooooh!!!!!!!!! Eish!!!!!!! https://t.co/vec0NfObDZ,0,0,
2016-03-20 10:18:49,@robertmarawa We just need to be honest Bobby Motaung must stop fielding players and let Steve Khomphela coach. Where is Snr Kaizer Motaung,0,0,robertmarawa
2016-03-09 13:42:43,@Bet49s where is 44-43?,0,0,Bet49s
2016-03-08 17:07:21,@Bet49s 31-30 OMG,1,1,Bet49s
2016-03-08 08:54:00,https://t.co/notckngInF,0,0,
2016-03-05 12:52:18,@Bet49s As I wait for 4-43 bonus 44. I believe and faith in this numbers make me happy. Love you all,1,1,Bet49s
2016-02-28 17:33:39,@KaizerChiefs Please send us pictures......,0,0,KaizerChiefs
2016-02-27 13:50:07,@Bet49s bring back 44-43 again please. Off to Dubai,0,0,Bet49s
2016-02-26 18:11:55,@Bet49s thank you you made my weekend,2,1,Bet49s
2016-02-26 12:44:19,@Bet49s 44-43im feeling lucky,0,0,Bet49s
2016-02-19 11:29:51,@Bet49s Please 43-44 today make my day need to take a holiday.,0,0,Bet49s
2016-02-10 20:09:02,https://t.co/mqwbQuPOUp,0,0,
2016-02-06 11:56:58,"RT @Godly_Life: Keep standing, keep believing and keep hoping because God has a bright future in store for you!",0,342,
2016-02-03 12:44:45,Just give me 43-44 that's all I need coooooooome on 49s!!!!!,0,0,
2016-01-08 14:59:52,@KaizerChiefs Did we sign Lebohang Mokoena aka cheese boy?,0,0,KaizerChiefs
2015-12-20 08:54:15,https://t.co/ygg2fpxj0o,0,0,
2015-10-31 13:00:57,https://t.co/w1cQckPKji,0,0,
2015-10-30 14:53:04,https://t.co/OGF1ok4rOO,0,0,
2015-10-24 18:07:48,"RT @robertmarawa: ""We should never be deceived by not the wings that are visible, some could be invisible...wings are there but some are hi…",0,92,
2015-10-23 11:20:26,#FeesMustFall https://t.co/gkJrmkUI1B,0,0,
2015-10-23 11:17:25,https://t.co/DnGWCSqSnU,0,0,
2015-10-23 08:43:38,RT @News24: https://t.co/E3XwR9V3h2 #FeesMustFall #UnionBuildings https://t.co/BllvN6XzMi,0,83,
2015-10-22 21:05:55,https://t.co/HyUB8i9qf0,0,0,
2015-10-22 20:58:56,@iamtumi_mo ya neh,0,0,Kgothalo_T
2015-10-18 06:11:28,"RT @ABdeVilliers17: So when the @Springboks score a try, or any points for that matter, the Proteas get pretty excited http://t.co/QnKlIctj…",0,2915,
2015-09-26 18:50:03,@cbohale well done bucs,0,0,cbohale
2015-09-26 18:49:35,@thabomohlala7 dankie bucs,0,0,thabomohlala7
2015-09-26 18:47:58,@robertmarawa David Zulu his much better than Manqele just wish they give him a chance......,0,0,robertmarawa
2015-09-26 18:45:23,@KaizerChiefs I wonder where is David Zulu?,0,0,KaizerChiefs
2015-09-13 00:41:27,@FloydMayweather TBE TMT The greatest ever.,0,0,FloydMayweather
2015-09-12 17:49:17,RT @TsepoMasilela: Shapa Khosi shapa #KCExcel #kaizerchiefs ✌🏼️✌🏼✌🏼,0,124,
2015-09-12 07:24:07,@Heineken_SA please take me to the rugby world cup.,0,0,Heineken_SA
2015-09-08 19:20:41,http://t.co/qaAymjEYva,0,0,
2015-09-08 18:57:05,RT @iamtbotouch: The Touchdown View right now http://t.co/yAhkgpQWQe,0,20,
2015-08-27 19:22:31,http://t.co/ZMc5Le6ro8,0,0,
2015-08-18 16:05:18,@Kaizer_Chiefs Vodacom. Sphiwe Tshabalala,0,0,KaizerChiefs
2015-07-17 06:30:10,@YesWeCrann http://t.co/OpQR1vqw3Y,0,0,YesWeCrann
