created_at,text,favorites,retweets,in_reply_to
2020-01-05 23:07:33,"RT @TheLionBey: If you guys want to know the whole thing behind campaigning for an award like the Golden Globes, Academy Awards, etc.. http…",0,52,
2020-01-05 23:06:02,"RT @rianjohnson: KNIVES: CUT
GEMS: OUT
HOUSE: LIT
MARRIAGE: STORIED
SITE: PARA’D
WOOD: HOLLYTIMED (ONCE)
MEN: IRISH
WOMEN: HUGE
OK LET’S DO…",0,2009,
2020-01-05 22:33:01,RT @rudy_mustang: fellas is it gay to sit comfortably https://t.co/Ec6XglVFmr,0,82570,
2020-01-05 22:30:18,RT @DanDoherty_7: 🗣 CAST DANIELLE HARRIS IN IT https://t.co/wk93mMU2dc,0,3,
2020-01-05 22:29:43,RT @bottledfleet: https://t.co/8h72NbbDCZ,0,1597,
2020-01-05 20:59:51,@califuneral that is certainly,0,0,califuneral
2020-01-05 20:43:43,RT @LostInFilm: 'Parasite' screenplay: https://t.co/M4Qzci6Amo https://t.co/rlyIBn6dqR,0,1052,
2020-01-05 20:40:52,RT @IllMakeYouLaugh: So far I’ve raised $70 of my goal! Hit the link if you wanna help me hit my goal! Anything helps really. Thank you 💖 h…,0,3,
2020-01-05 20:40:38,RT @NewMutantsFilm: https://t.co/lZ3FcE7E3K,0,1635,
2020-01-05 20:39:28,RT @NetflixFilm: Throwback to Yalitza Aparicio looking as lovely as ever at last year's #GoldenGlobes https://t.co/iQTHYM3Stu,0,116,
2020-01-05 20:36:07,RT @stellasfoy: reminder of the single best golden globe speech in cinema history https://t.co/etrVEcGNgw,0,655,
2020-01-05 20:02:48,RT @cherievogue: i dont stan but this is exactly what people who got money should do https://t.co/jj0dCZkcvF,0,1027,
2020-01-05 20:02:29,RT @ptanderstan: the vibes for tonight https://t.co/peBU7Utkgg,0,85,
2020-01-05 17:45:23,RT @sannewman: Weird how no one asks women if they're afraid to hire men after centuries of sexual assault https://t.co/CTI1kJFRbD,0,24868,
2020-01-05 15:43:27,RT @caroramsey: did you know disney+ has all the deleted scenes from the prequels including unfinished animatics https://t.co/TqC9JI61mS,0,6363,
2020-01-05 06:48:32,RT @JennyENicholson: Remember that TLJ interview where Rian said the reason he didn't use the Knights of Ren in place of the Praetorian Gua…,0,1694,
2020-01-05 06:45:59,Do you remember when you joined Twitter? I do! #MyTwitterAnniversary wtf? https://t.co/UP2ZRSCbUt,0,0,
2020-01-05 04:53:53,@ThaConLife ive written the script and it might be alright?,0,0,ThaConLife
2020-01-05 04:53:29,"RT @thumbelulu: “Hey, is that the guy from Titanic?” - Zhao Shuzhen right before this photo was taken. https://t.co/DP3DoNBKKf",0,2899,
2020-01-05 04:37:47,RT @thediegocrespo: Luke in TLJ: *astral projects across the galaxy to remind people of the power of myth and how to win without striking i…,0,61,
2020-01-05 04:31:59,anyone wanna be in a short film?,3,0,
2020-01-05 04:28:48,RT @feralbucky: chris pratt gave minors alcohol and they were sex trafficked... y’all better unfollow me if you stan or support him in any…,0,3698,
2020-01-05 00:38:02,"RT @NetflixFilm: DICK JOHNSON IS DEAD: In this inventive portrait, director Kirsten Johnson (CAMERAPERSON) seeks a way to keep her 86-year-…",0,219,
2020-01-05 00:37:32,"RT @NetflixFilm: THE LAST THING HE WANTED: In this Joan Didion adaptation from Dee Rees, a veteran D.C. journalist (Anne Hathaway) loses th…",0,465,
2020-01-05 00:37:20,"RT @NetflixFilm: I’M THINKING OF ENDING THINGS: A road trip becomes a twisted mix of palpable tension, psychological frailty, and sheer ter…",0,1121,
2020-01-05 00:34:36,pls dont get aggravated with me bcuz the store i work for has dumb operations in place when it comes to a coupon re… https://t.co/K0mINpgHgy,1,0,
2020-01-04 22:14:12,"RT @ScreenSlate: Broke: cishet guys performatively announcing they like Magic Mike XXL 😎

Woke: going to see an uncensored 35mm print of th…",0,30,
2020-01-04 21:56:45,Blue Chuleta https://t.co/6tVapOdYzr,0,0,
2020-01-04 21:44:13,"RT @whackkat: you’re not getting drafted, but there are gonna be little kids in the middle east who are most likely gonna witness their par…",0,43917,
2020-01-04 21:43:35,"RT @MoreAndAgain: It took me three or four reads to realize they were talking about PEOPLE.

They don't have any PEOPLE to put in their new…",0,1569,
2020-01-04 21:10:01,the trials and tribulations of trying to pee while depressed is a perfect episode of television https://t.co/njtb0t1ZiJ,1,0,
2020-01-04 20:59:35,"RT @gonzalezderwin: New Yorkers have shown up to demand #NoWarWithIran. 

We have to do this again and again and again, the lives of millio…",0,370,
2020-01-04 20:57:00,RT @IllMakeYouLaugh: Check my new Just Peachy bag by @Jasmine_blu https://t.co/TByJxhDblg,0,1,
2020-01-04 20:56:58,RT @IllMakeYouLaugh: Messy and gay https://t.co/x7qcu9Pu1E,0,2,
2020-01-04 20:38:19,imagine having the privilege of not working either saturday or sunday??? imagine that,3,0,
2020-01-04 20:36:39,https://t.co/zzI6K6ZeGp,0,0,
2020-01-04 19:31:20,RT @ThoseWhoDwell: How this didn’t singlehandedly raise the bar for all children’s entertainment is beyond me. We’ve had good shows after i…,0,1,
2020-01-04 19:31:19,RT @ThoseWhoDwell: Final season of Avatar The Last Airbender has an episode where they talk about the dangers of fascist propaganda being s…,0,3,
2020-01-04 19:30:11,"RT @CinematicBanter: Heavily against people posting audition tapes publicly, this isn’t a diss at any of my colleagues/friends but more jus…",0,7,
