created_at,text,favorites,retweets,in_reply_to
2016-02-09 10:42:53,Want to vote in Election 2016? Make sure you're registered in the right place. https://t.co/yq5d1IqTa8 #selfcanvass,6,2,
2016-01-22 04:43:27,WATCH the Zuma Must Fall Video That’s Making Headlines https://t.co/fyDZfYzfoN via @sapeople,0,1,
2016-01-15 11:20:51,"RT @LocalisLekke: #ZUMAMUSTFALL - This is being put up at the top of Long Street in Cape Town, as we speak! https://t.co/sOUo0VofQy",0,34,
2016-01-15 08:34:50,Want to vote in Election 2016? Make sure you're registered in the right place. https://t.co/yq5d1IqTa8 #selfcanvass,0,0,
2015-11-19 04:49:33,"RT @EWNsport: #RichieMcCaw has retired from rugby. 
@AllBlacks https://t.co/TQzUdwlHny",0,62,
2015-10-23 10:40:24,"THICK END OF THE WEDGE: If poverty is the problem, the fix is growth #Feesmustfall https://t.co/VK391PvY2X via @BDliveSA",0,0,
2015-10-12 05:04:26,@Absa loving your new #express #internetbanking guys! very nice!,0,0,AbsaSouthAfrica
2015-10-12 05:03:36,@MobiNick Ok get off your phone &amp; concentrate on the road,0,0,MobiNick
2015-10-12 04:56:57,"@MobiNick nah don't want to rob the little boytjie of a higher educaton, don't you have a copy of the article you can send me",0,0,MobiNick
2015-10-12 04:51:53,@MobiNick  Have you got $12 for me?,0,0,MobiNick
2015-09-30 09:31:01,@Absa Numerous reports about this ATM Alberton Crime forums R advising public 2 avoid the ATM UR going to lose business in a popular centre,0,0,AbsaSouthAfrica
2015-09-30 07:56:54,@Absa Please do not use the #Absa #ATM outside Meyersdal Spar Alberton.They got all my info and withdrew R1 000 #dosomething!,0,0,AbsaSouthAfrica
2015-09-28 09:04:09,RT @SARugbymag: VIDEO: Chat Bietjie Ball World Cup Edition (Episode 1). https://t.co/7ODm5EMcWh @RadioRaps #RWC2015 http://t.co/0B01HhSeRm,0,3,
2015-09-11 07:50:22,"RT @Conflicts: Today we remember the victims of the attacks on the World Trade Center 14 years ago. 2,996 people lost their lives. http://t…",0,159,
2015-09-11 05:44:50,Never Forget... http://t.co/8FdlogkABv,0,0,
2015-08-06 13:19:40,RT @Radio702: #ZumaQandA http://t.co/OAFem3xnrn,0,3,
2015-07-30 04:53:00,"RT @FNBSA: Watch this video to learn how you can afford to #SaveAndInvest with FNB this #SavingsMonth http://t.co/hfooEPeAyJ
https://t.co/3…",0,55,
2015-07-24 04:01:04,"RT @Absa: Coins hold more power united than apart. This is the story of how change changes everything. #SaveForChange
https://t.co/IesA06fK…",0,100,
2015-07-14 05:34:22,Absa | Save for Change https://t.co/Y0XDd7VTbz via @YouTube,0,0,
